accidentId;roadmain;road;rseg;rdist;rway;year;month;day;dead;injr;severlvl;poldis;disname;hour;wkday;acctype;acclass;partnum;spdlim;urbmrk;surface;brightness;weather;accloc;roadnum;municipality;munidesc;spdtype;spddiropp;spddirmeas;Urban;roadtype;avg;hevavg;rwid;X;Y;roadwork;pavement;temperature;intersection;railroad;address;privacy;wintmaint;Tienverkas;action;Luovpvm;lightown;cross-sec;coatwidth;roadcoat;vision150;vision300;vision460;frameroad
8412886;1;1;2;2409;2;2017;7;2017-07-15 00:00:00;0;0;0;5500;Helsingin poliisilaitos;20;Lauantai;59;4;2;40;1;1;1;1;1;;91;Helsinki;6;50;50;K;1;;;;382583;6675817;E;1;23;4;-1;HUOPALAHDENTIE X TURUNVéYLé             ;3;-1;9;-1;;-1;2;;-1;;;;0
8460471;1;1;2;2425;2;2017;8;2017-08-26 00:00:00;0;0;0;5500;Helsingin poliisilaitos;5;Lauantai;86;1;1;60;1;2;4;2;1;;91;Helsinki;6;50;50;K;1;;;;382565;6675829;E;1;12;4;-1;TURUNVéYLé X HUOPALAHDENTIE             ;3;-1;9;-1;;-1;2;;10;;;;0
8506119;1;1;3;18;2;2017;9;2017-09-20 00:00:00;0;0;0;5500;Helsingin poliisilaitos;8;Keskiviikko;8;6;2;60;1;2;1;2;1;;91;Helsinki;1;60;50;K;1;32428;1121;201;382578;6675845;E;1;7;4;-1;TIE 1 X HUOPALAHDENTIE                  ;1;0;2;1;1962-01-01 00:00:00;1;2;114;10;97;76;57;1
8616915;1;1;3;26;2;2017;11;2017-11-06 00:00:00;0;0;0;5500;Helsingin poliisilaitos;10;Maanantai;4;3;2;40;1;2;1;4;1;;91;Helsinki;1;60;50;K;1;32428;1121;201;382578;6675823;E;1;7;4;-1;HUOPALAHDENTIE X TIETOKUJA              ;1;0;2;1;1962-01-01 00:00:00;1;2;114;10;97;76;57;1
8771034;1;1;3;76;2;2017;12;2017-12-21 00:00:00;0;0;0;5500;Helsingin poliisilaitos;16;Torstai;4;3;2;60;0;2;2;2;1;;91;Helsinki;1;60;80;E;1;32428;1121;267;382521;6675840;E;1;4;4;-1;TURUNVéYLé X HUOPALAHDENTIE             ;1;0;2;1;1962-01-01 00:00:00;1;2;115;10;97;76;57;1
8120257;1;1;3;149;2;2017;1;2017-01-03 00:00:00;0;0;0;5500;Helsingin poliisilaitos;17;Tiistai;6;6;2;50;0;4;3;1;1;;91;Helsinki;1;60;80;E;1;32428;1121;267;382452;6675863;E;1;-4;0;-1;TURUNVéYLé X HUOPALAHDENTIE             ;1;1;2;1;1962-01-01 00:00:00;1;2;115;10;97;76;57;1
8296329;1;1;3;394;2;2017;5;2017-05-29 00:00:00;0;1;2;5500;Helsingin poliisilaitos;16;Maanantai;6;6;2;60;0;1;1;1;1;;91;Helsinki;1;60;100;E;1;32428;1121;267;382218;6675920;E;1;20;4;-1;TIE 1, MUNKKINIEMI                      ;1;0;2;1;1962-01-01 00:00:00;1;2;115;10;97;76;57;1
8506417;1;1;3;977;2;2017;9;2017-09-11 00:00:00;0;0;0;5500;Helsingin poliisilaitos;10;Maanantai;6;6;2;100;0;1;1;1;1;;91;Helsinki;1;80;100;E;1;32428;1121;267;381641;6675865;E;1;15;0;-1;TURUNVéYLé                              ;1;0;2;1;1962-01-01 00:00:00;1;2;115;10;97;76;57;1
8616867;1;1;3;3304;2;2017;11;2017-11-30 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;17;Torstai;8;6;3;100;0;2;4;4;1;;49;Espoo;1;100;100;E;1;32428;1121;267;379477;6676677;E;1;4;0;-1;TIE 1 PERKKAA                           ;1;0;2;1;1962-01-01 00:00:00;1;2;115;10;97;76;57;1
8120415;1;1;3;3348;1;2017;1;2017-01-19 00:00:00;0;2;2;5530;LÑnsi-Uudenmaan poliisilaitos;17;Torstai;24;5;3;100;0;2;2;2;6;;49;Espoo;1;100;100;E;1;32428;1121;201;379431;6676705;E;1;2;0;-1;TIE X RAMPPI 44                         ;1;1;2;1;1962-06-30 00:00:00;1;2;104;10;97;76;57;1
8617992;1;1;4;635;2;2017;11;2017-11-13 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;12;Maanantai;7;6;2;100;0;1;1;2;1;;49;Espoo;1;100;100;E;1;68589;2898;221;378348;6676632;E;1;5;0;-1;TURUNVéYLé                              ;1;0;2;1;1962-01-01 00:00:00;1;2;104;10;100;97;70;1
8460001;1;1;4;790;2;2017;8;2017-08-15 00:00:00;0;3;2;5530;LÑnsi-Uudenmaan poliisilaitos;8;Tiistai;7;6;3;100;0;1;1;1;1;;49;Espoo;1;100;100;E;1;68589;2898;267;378194;6676627;E;1;20;0;-1;TURUNVéYLé                              ;1;0;2;1;1962-01-01 00:00:00;1;2;114;10;100;97;70;1
8121348;1;1;4;856;1;2017;2;2017-02-15 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;18;Keskiviikko;81;1;1;100;0;2;4;2;1;;49;Espoo;1;100;100;E;1;68589;2898;234;378120;6676639;E;1;1;0;-1;TIE 1, LAAJALAHTI                       ;1;1;2;1;1962-06-30 00:00:00;1;2;104;10;100;97;70;1
8616475;1;1;4;858;1;2017;11;2017-11-19 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;4;Sunnuntai;82;1;1;100;0;2;4;4;1;;49;Espoo;1;100;100;E;1;68589;2898;234;378118;6676639;E;1;4;0;-1;TURUNVéYLé                              ;1;0;2;1;1962-06-30 00:00:00;1;2;104;10;100;97;70;1
8771738;1;1;4;1096;1;2017;12;2017-12-05 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;17;Tiistai;3;3;2;100;0;1;4;1;1;;49;Espoo;1;100;100;E;1;68589;2898;234;377879;6676621;E;1;-2;0;-1;TURUNVéYLé KAISTAT TURKUUN              ;1;0;2;1;1962-06-30 00:00:00;1;2;104;10;100;97;70;1
8565662;1;1;4;1296;1;2017;10;2017-10-30 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;17;Maanantai;6;6;2;80;0;1;4;2;1;;49;Espoo;1;100;100;E;1;68589;2898;234;377680;6676598;E;1;3;0;-1;TURUNVéYLé                              ;1;0;2;1;1962-06-30 00:00:00;1;2;104;10;100;97;70;1
8616600;1;1;4;1300;1;2017;11;2017-11-30 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;17;Torstai;9;13;4;100;0;2;4;-1;1;;49;Espoo;1;100;100;E;1;68589;2898;234;377676;6676598;E;1;4;0;-1;TIE 1, KAISTAT TURKUUN, LAAJALAHTI      ;1;0;2;1;1962-06-30 00:00:00;1;2;104;10;100;97;70;1
8616356;1;1;4;1521;2;2017;11;2017-11-17 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;8;Perjantai;6;6;5;100;0;3;4;4;1;;49;Espoo;1;100;100;E;1;68589;2898;267;377470;6676547;E;1;4;0;-1;TIE 1                                   ;1;0;2;1;1962-01-01 00:00:00;1;2;114;10;100;97;70;1
8506498;1;1;4;1689;1;2017;9;2017-09-28 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;18;Torstai;3;3;2;100;0;1;1;1;1;;49;Espoo;1;100;100;E;1;68589;2898;234;377292;6676522;E;1;15;0;-1;TURUNVéYLé                              ;1;0;2;1;1962-06-30 00:00:00;1;2;104;10;100;97;70;1
8120170;1;1;4;1803;1;2017;1;2017-01-18 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;17;Keskiviikko;6;6;3;100;0;2;4;4;1;;49;Espoo;1;100;100;E;1;68589;2898;234;377180;6676497;E;1;3;0;-1;TIE 1                                   ;1;1;2;1;1962-06-30 00:00:00;1;2;104;10;100;97;70;1
8411284;1;1;4;1820;2;2017;6;2017-06-01 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;17;Torstai;6;6;3;100;0;1;1;1;1;;49;Espoo;1;100;100;E;1;68589;2898;267;377180;6676481;E;1;10;0;-1;TIE-1 KILO                              ;1;0;2;1;1962-01-01 00:00:00;1;2;114;10;100;97;70;1
8411265;1;1;4;2071;1;2017;6;2017-06-05 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;13;Maanantai;4;3;2;100;0;1;1;2;1;;49;Espoo;1;100;100;E;1;68589;2898;234;376915;6676452;E;1;10;0;-1;1-TIE KILON LIITTYMé                    ;1;0;2;1;1962-06-30 00:00:00;1;2;104;10;100;97;70;1
8771035;1;1;4;2759;2;2017;12;2017-12-04 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;9;Maanantai;6;6;5;100;0;1;1;1;1;;49;Espoo;1;100;100;E;1;68589;2898;267;376250;6676445;E;1;4;0;-1;TIE 1                                   ;1;0;2;1;1962-01-01 00:00:00;1;2;114;10;100;97;70;1
8130372;1;1;4;2797;2;2017;3;2017-03-09 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;13;Torstai;4;3;2;100;0;2;1;2;1;;49;Espoo;1;100;100;E;1;68589;2898;267;376212;6676447;E;1;3;0;-1;TURUNVéYLé                              ;1;1;2;1;1962-01-01 00:00:00;1;2;114;10;100;97;70;1
8616519;1;1;4;2824;2;2017;11;2017-11-13 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;7;Maanantai;2;3;7;100;0;2;4;4;1;;49;Espoo;1;100;100;E;1;68589;2898;267;376185;6676441;E;1;2;0;-1;TURUNVéYLé                              ;1;0;2;1;1962-01-01 00:00:00;1;2;114;10;100;97;70;1
8771141;1;1;4;2843;1;2017;12;2017-12-18 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;18;Maanantai;6;6;2;100;0;2;3;2;1;;49;Espoo;1;100;100;E;1;68589;2898;234;376140;6676468;E;1;2;0;-1;TURUNVéYLé (TIE 1) X KEHé 2             ;1;0;2;1;1962-06-30 00:00:00;1;2;104;10;100;97;70;1
8291748;1;1;4;2943;2;2017;4;2017-04-05 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;15;Keskiviikko;99;13;2;100;0;-1;1;-1;1;;49;Espoo;1;100;100;E;1;68589;2898;221;376067;6676456;E;1;8;0;-1;TURUNVéYLé                              ;1;1;2;1;1962-01-01 00:00:00;1;2;104;10;100;97;70;1
8564444;1;1;4;3041;1;2017;10;2017-10-12 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;17;Torstai;8;6;3;80;0;2;2;4;1;;49;Espoo;1;100;100;E;1;68589;2898;221;375962;6676476;E;1;9;0;-1;TIE 1                                   ;1;0;2;1;1962-06-30 00:00:00;1;2;104;10;100;97;70;1
8291624;1;1;5;498;1;2017;4;2017-04-27 00:00:00;0;2;2;5530;LÑnsi-Uudenmaan poliisilaitos;18;Torstai;6;6;2;100;0;2;1;1;1;;49;Espoo;1;100;100;E;1;52888;2713;221;375125;6676362;E;1;6;0;-1;TURUNVéYLé X KILONVéYLé                 ;1;1;2;1;1962-06-30 00:00:00;1;2;104;10;100;86;59;1
8119608;1;1;5;616;1;2017;1;2017-01-17 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;17;Tiistai;3;3;2;80;0;1;2;2;1;;49;Espoo;1;100;100;E;1;52888;2713;221;375020;6676308;E;1;-2;0;-1;TURUNVéYLé                              ;1;1;2;1;1962-06-30 00:00:00;1;2;104;10;100;86;59;1
8616782;1;1;5;762;2;2017;11;2017-11-13 00:00:00;0;4;2;5530;LÑnsi-Uudenmaan poliisilaitos;8;Maanantai;6;6;6;100;0;2;4;2;1;;49;Espoo;1;100;100;E;1;52888;2713;221;374894;6676237;E;1;2;0;-1;TURUNVéYLé X KEHé 2, ESPOO              ;1;0;2;1;1962-01-01 00:00:00;1;2;104;10;100;86;59;1
8291462;1;1;5;935;1;2017;4;2017-04-19 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;16;Keskiviikko;4;3;2;100;0;1;1;2;1;;49;Espoo;1;100;100;E;1;52888;2713;221;374730;6676181;E;1;5;5;-1;TIE 1 LéNTEEN X KEHé II                 ;1;1;2;1;1962-06-30 00:00:00;1;2;104;10;100;86;59;1
8119382;1;1;5;5487;2;2017;1;2017-01-12 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;12;Torstai;9;13;2;100;0;6;1;2;1;;49;Espoo;1;100;100;E;1;33836;2038;221;370728;6677527;E;1;-2;0;-1;TIE 1                                   ;1;1;-1;1;1962-01-01 00:00:00;1;2;104;10;100;86;59;1
8296064;1;1;5;5598;1;2017;5;2017-05-02 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;22;Tiistai;90;10;2;80;0;1;2;2;1;;49;Espoo;1;100;100;E;1;33836;2038;221;370647;6677598;K;1;5;0;-1;TIE 1                                   ;1;0;-1;1;1962-06-30 00:00:00;1;2;104;10;100;86;59;1
8413446;1;1;5;5625;2;2017;7;2017-07-25 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;20;Tiistai;86;1;1;50;0;1;1;2;1;;49;Espoo;1;100;100;E;1;33836;2038;221;370611;6677600;K;1;18;5;-1;TURUNVéYLé X ESPOONTIE                  ;1;0;-1;1;1962-01-01 00:00:00;1;2;104;10;100;86;59;1
8771239;1;1;5;6187;1;2017;12;2017-12-11 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;9;Maanantai;7;6;3;100;0;1;2;1;1;;49;Espoo;1;100;100;E;1;33836;2038;221;370132;6677878;E;1;1;0;-1;TURUNVéYLé                              ;1;0;2;1;1962-06-30 00:00:00;1;2;104;10;100;86;59;1
8120782;1;1;6;0;2;2017;2;2017-02-02 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;21;Torstai;94;1;1;100;0;-1;3;-1;1;;49;Espoo;1;100;100;E;1;43021;3840;221;369577;6678224;E;1;-2;0;-1;TIE 1 X KEHé 3                          ;1;1;9;1;1967-01-01 00:00:00;1;2;104;10;100;81;44;1
8413648;1;1;6;426;1;2017;7;2017-07-05 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;21;Keskiviikko;81;1;1;50;0;1;1;1;1;;49;Espoo;1;120;100;E;1;43021;3840;221;369253;6678351;K;1;16;0;-1;TIE 1 X KEHé 3                          ;1;0;9;1;1967-06-30 00:00:00;1;2;104;10;100;81;44;1
8617069;1;1;6;847;2;2017;11;2017-11-28 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;7;Tiistai;8;6;3;100;0;2;4;2;1;;49;Espoo;1;120;120;E;1;43021;3840;221;368828;6678453;E;1;2;0;-1;TIE 1 X KEHé 3                          ;1;0;9;1;1967-01-01 00:00:00;1;2;104;10;100;81;44;1
8413219;1;1;6;879;2;2017;7;2017-07-12 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;19;Keskiviikko;4;3;2;50;0;1;1;1;1;;49;Espoo;1;120;120;E;1;43021;3840;221;368798;6678464;K;1;20;0;-1;TIE 1                                   ;1;0;9;1;1967-01-01 00:00:00;1;2;104;10;100;81;44;1
8291498;1;1;6;1452;1;2017;4;2017-04-03 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;15;Maanantai;3;3;3;120;0;1;1;2;1;;49;Espoo;1;120;120;E;1;43021;3840;221;368284;6678689;E;1;5;0;-1;TIE 1                                   ;1;1;9;1;1967-06-30 00:00:00;1;2;104;10;100;81;44;1
8413592;1;1;6;1616;1;2017;7;2017-07-20 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;11;Torstai;8;6;2;60;0;1;1;2;1;;49;Espoo;1;120;120;E;1;43021;3840;221;368122;6678723;K;1;17;0;-1;TIE 1                                   ;1;0;-1;1;1967-06-30 00:00:00;1;2;104;10;100;81;44;1
8291532;1;1;6;1874;1;2017;4;2017-04-04 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;17;Tiistai;7;6;3;100;0;1;1;1;1;;49;Espoo;1;120;120;E;1;43021;3840;221;367873;6678790;E;1;5;0;-1;TIE 1                                   ;1;1;-1;1;1967-06-30 00:00:00;1;2;104;10;100;81;44;1
8291672;1;1;6;2473;1;2017;4;2017-04-07 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;7;Perjantai;4;3;2;60;0;1;1;1;1;;49;Espoo;1;120;120;E;1;43021;3840;221;367346;6679075;K;1;3;0;-1;TIE 1 TURKUUN                           ;1;1;9;1;1967-06-30 00:00:00;1;2;104;10;100;81;44;1
8296701;1;1;6;3571;2;2017;5;2017-05-29 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;16;Maanantai;81;1;1;60;0;1;1;1;1;;49;Espoo;1;120;120;E;1;43021;3840;221;366406;6679634;K;1;21;0;-1;TIE 1                                   ;1;0;-1;1;1967-01-01 00:00:00;1;2;104;10;100;81;44;1
8617005;1;1;6;5383;2;2017;11;2017-11-22 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;17;Keskiviikko;6;6;3;100;0;2;3;4;1;;49;Espoo;1;120;120;E;1;43021;3840;221;365333;6681069;E;1;2;0;-1;TIE 1                                   ;1;0;-1;1;1967-01-01 00:00:00;1;2;104;10;100;81;44;1
8771286;1;1;7;267;2;2017;12;2017-12-16 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;19;Lauantai;81;1;1;100;0;5;4;6;1;;49;Espoo;1;120;120;E;1;40586;2793;221;365073;6681199;E;1;1;0;-1;TIE 1                                   ;1;0;-1;1;1967-01-01 00:00:00;1;2;104;10;100;87;60;1
8119930;1;1;7;3552;1;2017;1;2017-01-15 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;20;Sunnuntai;82;1;1;100;0;1;4;1;1;;49;Espoo;1;120;120;E;1;40586;2793;221;362094;6682473;E;1;-2;0;-1;TURUNVéYLé                              ;1;1;-1;1;1967-06-30 00:00:00;1;2;104;10;100;87;60;1
8413581;1;1;7;4772;2;2017;7;2017-07-18 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;13;Tiistai;6;6;2;120;0;2;1;4;1;;257;Kirkkonummi;1;120;120;E;1;40586;2793;221;361116;6683180;E;1;17;0;-1;TURUNVéYLé                              ;1;0;-1;1;1967-01-01 00:00:00;1;2;104;10;100;87;60;1
8296805;1;1;7;5298;2;2017;5;2017-05-13 00:00:00;1;0;1;5530;LÑnsi-Uudenmaan poliisilaitos;14;Lauantai;83;13;2;120;0;1;1;1;1;;257;Kirkkonummi;1;120;120;E;1;40586;2793;221;360795;6683593;E;1;12;0;-1;Tie 1 Turun vÑylÑ                       ;1;0;-1;1;1967-01-01 00:00:00;1;2;104;10;100;87;60;1
8119900;1;1;7;5310;1;2017;1;2017-01-02 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;15;Maanantai;9;13;2;100;0;-1;1;-1;1;;257;Kirkkonummi;1;120;120;E;1;40586;2793;221;360793;6683619;E;1;-3;0;-1;TURUNVéYLé                              ;1;1;-1;1;1967-06-30 00:00:00;1;2;104;10;100;87;60;1
8771732;1;1;7;5927;2;2017;12;2017-12-05 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;23;Tiistai;81;13;4;80;0;6;3;5;1;;257;Kirkkonummi;1;120;120;E;1;40586;2793;221;360246;6683887;E;1;-2;0;-1;TIE 1 (KAISTAT HELSINKIIN X VEIKKOLA)   ;1;0;-1;1;1967-01-01 00:00:00;1;2;104;10;100;87;60;1
8616306;1;1;7;6977;2;2017;11;2017-11-27 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;8;Maanantai;7;6;5;100;0;2;3;3;1;;257;Kirkkonummi;1;120;120;E;1;40586;2793;221;359361;6684442;E;1;2;0;-1;TIE 1                                   ;1;0;-1;1;1967-01-01 00:00:00;1;2;104;10;100;87;60;1
8460304;1;1;8;49;1;2017;8;2017-08-31 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;17;Torstai;82;1;1;120;0;2;1;2;1;;257;Kirkkonummi;1;120;120;E;1;37582;2576;221;359144;6684668;E;1;16;0;-1;TURUNVéYLé                              ;1;0;-1;1;1971-06-30 00:00:00;1;2;104;10;100;86;55;1
8771305;1;1;8;298;2;2017;12;2017-12-14 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;17;Torstai;7;6;2;100;0;-1;1;1;1;;257;Kirkkonummi;1;120;120;E;1;37582;2576;221;359010;6684858;E;1;1;0;-1;TIE 1                                   ;1;0;-1;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8412862;1;1;8;390;2;2017;7;2017-07-26 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;14;Keskiviikko;6;6;2;120;0;1;1;1;1;;257;Kirkkonummi;1;120;120;E;1;37582;2576;221;358975;6684943;E;1;23;0;-1;TURUNVéYLé TIE1                         ;1;0;9;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8412970;1;1;8;622;1;2017;7;2017-07-26 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;14;Keskiviikko;6;6;2;120;0;1;1;2;1;;257;Kirkkonummi;1;120;120;E;1;37582;2576;221;358895;6685182;E;1;22;0;-1;TURUNVéYLé                              ;1;0;9;1;1971-06-30 00:00:00;1;2;104;10;100;86;55;1
8120469;1;1;8;1002;2;2017;1;2017-01-07 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;8;Lauantai;91;13;2;100;0;4;2;5;1;;257;Kirkkonummi;1;120;120;E;1;37582;2576;221;358635;6685437;E;1;-5;0;-1;TURUNVYLé                               ;1;1;9;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8121225;1;1;8;1009;2;2017;2;2017-02-09 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;16;Torstai;80;1;1;100;0;1;1;1;1;;257;Kirkkonummi;1;120;120;E;1;37582;2576;221;358629;6685441;E;1;-8;0;-1;TIE 1                                   ;1;1;9;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8460251;1;1;8;1098;2;2017;8;2017-08-23 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;7;Keskiviikko;81;13;2;100;0;1;1;1;1;;257;Kirkkonummi;1;120;120;E;1;37582;2576;221;358553;6685487;E;1;16;0;-1;TIE 1                                   ;1;0;9;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8459891;1;1;8;1355;1;2017;8;2017-08-11 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;15;Perjantai;8;6;3;120;0;1;1;1;6;;257;Kirkkonummi;1;120;120;E;1;37582;2576;221;358317;6685609;E;1;24;0;-1;TIE 1 TURUNVéYLé                        ;1;0;9;1;1971-06-30 00:00:00;1;2;104;10;100;86;55;1
8296918;1;1;8;2642;2;2017;4;2017-04-29 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;16;Lauantai;90;11;2;120;0;-1;1;-1;1;;257;Kirkkonummi;1;120;120;E;1;37582;2576;221;357181;6686175;E;1;5;0;-1;TURUNVéYLé                              ;1;1;-1;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8616972;1;1;8;2668;2;2017;11;2017-11-03 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;8;Perjantai;90;10;2;100;0;1;3;2;1;;257;Kirkkonummi;1;120;120;E;1;37582;2576;221;357162;6686192;E;1;0;0;-1;TIE 1                                   ;1;0;-1;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8296023;1;1;8;3390;2;2017;5;2017-05-28 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;21;Sunnuntai;90;10;2;120;0;1;1;1;1;;927;Vihti;1;120;120;E;1;37582;2576;221;356503;6686455;E;1;20;0;-1;TARVONTIE TIE1                          ;1;0;-1;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8460466;1;1;8;4369;2;2017;8;2017-08-22 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;7;Tiistai;90;10;2;120;0;-1;1;-1;1;;927;Vihti;1;120;120;E;1;37582;2576;221;355619;6686871;E;1;13;0;-1;TIE 1, KAISTAT HKI                      ;1;0;-1;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8771292;1;1;8;4808;1;2017;12;2017-12-19 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;21;Tiistai;6;6;2;100;0;2;4;4;1;;927;Vihti;1;120;120;E;1;37582;2576;221;355186;6686970;E;1;1;0;-1;TARVONTIE                               ;1;0;9;1;1971-06-30 00:00:00;1;2;104;10;100;86;55;1
8564228;1;1;8;4810;1;2017;10;2017-10-18 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;15;Keskiviikko;0;3;2;120;0;1;1;1;1;;927;Vihti;1;120;120;E;1;37582;2576;221;355184;6686970;E;1;10;0;-1;TIE 1                                   ;1;0;9;1;1971-06-30 00:00:00;1;2;104;10;100;86;55;1
8413710;1;1;8;4879;2;2017;7;2017-07-04 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;12;Tiistai;1;3;2;120;0;1;1;1;1;;927;Vihti;1;120;120;E;1;37582;2576;221;355119;6686952;E;1;16;0;-1;TIE 1                                   ;1;0;9;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8771289;1;1;8;5398;2;2017;12;2017-12-18 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;21;Maanantai;83;1;1;80;0;2;4;6;1;;927;Vihti;1;120;120;E;1;37582;2576;221;354606;6686909;E;1;1;0;-1;TIE 1 X TIE 2                           ;1;0;9;1;1971-01-01 00:00:00;1;2;104;10;100;86;55;1
8771545;1;1;9;240;2;2017;10;2017-10-26 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;14;Torstai;2;3;2;80;0;5;1;6;1;;927;Vihti;1;120;120;E;1;25184;1976;221;354204;6686990;E;1;0;0;-1;TARVONTIE                               ;1;0;-1;1;1971-01-01 00:00:00;1;2;104;10;100;81;48;1
8130298;1;1;9;504;1;2017;3;2017-03-08 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;9;Keskiviikko;83;1;1;100;0;5;1;6;1;;927;Vihti;1;120;120;E;1;25184;1976;221;353951;6687091;E;1;0;0;-1;TIE 1                                   ;1;1;-1;1;1971-06-30 00:00:00;1;2;104;10;100;81;48;1
8119458;1;1;11;882;2;2017;1;2017-01-14 00:00:00;0;0;0;5530;LÑnsi-Uudenmaan poliisilaitos;22;Lauantai;81;1;1;100;0;-1;4;2;1;;444;Lohja;1;120;120;E;1;27798;2615;236;345355;6688307;E;1;1;0;-1;TURKU - HELSINKI MOOTTORITIE            ;1;1;-1;1;2005-12-15 00:00:00;1;2;105;10;100;85;62;1
8121256;1;1;11;3123;1;2017;2;2017-02-22 00:00:00;0;1;2;5530;LÑnsi-Uudenmaan poliisilaitos;18;Keskiviikko;6;6;18;80;0;4;2;5;1;;444;Lohja;1;120;120;E;1;27798;2615;236;343472;6687248;E;1;-5;0;-1;TIE 1                                   ;1;1;-1;1;2020-12-15 00:00:00;1;2;105;10;100;85;62;1
